doc_id,e1_end_chr,e1_start_chr,e1_text,e2_end_chr,e2_start_chr,e2_text,sent_abs_offset,sent_id,sent_len,sent_pos,type,value
PMC4405077,19,15,c-Maf,268,266,Th1,22304,375439,69,176,inducing_transcription_factor,-1
PMC5712004,70,67,CHOP,47,45,CMT,53716,606953,28,335,inducing_transcription_factor,-1
PMC6209674,172,168,T-bet,238,236,Tfh,3160,701832,64,21,inducing_transcription_factor,-1
PMC4504515,127,123,FOXP3,60,56,Tregs,31342,80911,39,154,inducing_transcription_factor,-1
PMC3256959,69,65,Tbx21,155,152,Th17,31110,771932,63,200,inducing_transcription_factor,-1
PMC4294325,130,126,T-bet,115,113,Th1,32145,249146,30,208,inducing_transcription_factor,-1
PMC6331474,21,16,Helios,53,50,Treg,51641,564927,23,332,inducing_transcription_factor,-1
PMC6051062,217,214,Bcl6,152,150,TFH,22257,736440,47,155,inducing_transcription_factor,1
PMC4261815,128,124,GATA3,25,18,T helper,27898,540723,40,161,inducing_transcription_factor,-1
PMC5727176,161,158,JunB,186,183,Th17,45322,749265,40,261,inducing_transcription_factor,-1
PMC6209674,140,136,STAT4,2,0,Tfh,4293,701838,76,27,inducing_transcription_factor,-1
PMC4652972,30,26,c-Maf,172,169,Th17,3699,249762,46,20,inducing_transcription_factor,-1
PMC3039849,114,110,RORγt,45,43,Th1,993,714109,23,6,inducing_transcription_factor,-1
PMC5357862,10,6,FoxP3,36,34,Tfr,10966,548022,38,62,inducing_transcription_factor,-1
PMC3039849,131,127,T-bet,150,148,Th1,17034,714220,28,117,inducing_transcription_factor,1
PMC5979006,144,108,nuclear factor of activated T cells 2,224,222,Th0,39679,712869,76,203,inducing_transcription_factor,-1
PMC5058675,35,31,FoxP3,49,38,regulatory T,5632,735212,56,30,inducing_transcription_factor,-1
PMC5458166,265,254,eomesodermin,131,124,memory T,2740,710040,77,14,inducing_transcription_factor,-1
PMC5608714,24,20,Prdm1,176,173,Treg,14092,360398,35,80,inducing_transcription_factor,-1
PMC2118339,120,116,FoxP3,77,73,T reg,4611,113878,26,27,inducing_transcription_factor,-1
PMC6303346,40,36,Foxp3,93,90,Treg,48317,737185,23,334,inducing_transcription_factor,1
PMC2193760,4,0,C-maf,70,68,Th2,31224,339523,44,186,inducing_transcription_factor,1
PMC4436146,91,87,RORγt,129,126,Treg,29614,772422,51,194,inducing_transcription_factor,-1
PMC5836551,27,24,MLL4,173,160,inducible Treg,582,186383,31,4,inducing_transcription_factor,1
PMC6172295,80,76,STAT6,39,33,naïve T,30467,125420,23,181,inducing_transcription_factor,-1
PMC5683130,174,170,Foxp3,106,102,Tregs,33091,195261,38,190,inducing_transcription_factor,-1
PMC4098124,296,292,RORγt,37,34,Treg,35757,353706,55,179,inducing_transcription_factor,-1
PMC4553385,24,20,FOXP3,99,96,Treg,9574,752044,28,48,inducing_transcription_factor,1
PMC2525581,240,236,RORγt,112,109,Th17,5268,402380,60,26,inducing_transcription_factor,-1
PMC3764492,98,89,Fas ligand,19,16,iNKT,22385,518728,33,121,secreted_cytokine,1
PMC3764492,98,89,Fas ligand,19,16,iNKT,22385,518728,33,121,inducing_cytokine,-1
PMC5818395,188,184,FOXP3,41,30,T regulatory,1848,516686,43,10,inducing_transcription_factor,-1
PMC5374155,253,249,FoxP3,193,190,Th17,53920,700361,55,293,inducing_transcription_factor,-1
PMC6104131,287,284,Batf,14,13,Th,2651,691289,74,15,inducing_transcription_factor,1
PMC4197778,14,11,Bcl6,200,198,Tfh,31711,736198,52,161,inducing_transcription_factor,-1
PMC4437827,220,216,Foxp3,38,35,Treg,6203,539028,49,26,inducing_transcription_factor,1
PMC5288353,34,30,Foxp3,145,143,Th1,11885,636829,42,82,inducing_transcription_factor,-1
PMC6374440,170,166,Foxp3,233,222,regulatory T,2507,711284,37,18,inducing_transcription_factor,1
PMC3201209,85,82,Rorg,125,122,Th17,34780,568389,37,256,inducing_transcription_factor,1
PMC4994872,157,153,Nur77,215,212,Treg,9585,371910,57,52,inducing_transcription_factor,-1
PMC5563507,91,88,JunB,132,129,Th17,48340,714878,38,313,inducing_transcription_factor,1
PMC4436146,191,187,RORγt,176,167,effector T,38800,772481,39,253,inducing_transcription_factor,-1
PMC3753661,184,180,Stat3,310,307,Th17,50780,786557,65,254,inducing_transcription_factor,-1
PMC6104131,84,80,NFAT2,166,164,Tfr,32565,691459,44,185,inducing_transcription_factor,-1
PMC3359382,4,0,Foxp3,129,126,Treg,11201,217417,65,69,inducing_transcription_factor,1
PMC4578951,160,156,Foxp3,166,163,Treg,24991,232103,41,161,inducing_transcription_factor,-1
PMC5979006,1145,1141,Runx3,1615,1612,Th17,9930,712728,350,62,inducing_transcription_factor,-1
PMC3694876,28,24,T-bet,134,125,effector T,11062,610674,28,79,inducing_transcription_factor,-1
PMC5822672,36,32,Foxp3,42,39,Treg,9504,59361,28,61,inducing_transcription_factor,-1
PMC4368110,18,14,Rorγt,99,97,Th1,11259,702315,23,57,inducing_transcription_factor,-1
PMC3543335,221,217,STAT3,124,122,Th1,9680,573526,56,62,inducing_transcription_factor,-1
PMC5374156,122,118,RORγt,55,52,iNKT,31326,51091,29,170,inducing_transcription_factor,-1
PMC5126430,65,61,Foxp3,25,18,T helper,13854,397090,20,99,inducing_transcription_factor,-1
PMC5999735,39,35,Foxp3,138,134,iTreg,4239,692641,34,24,inducing_transcription_factor,-1
PMC5025763,116,112,T-bet,153,151,Th2,1393,707520,36,10,inducing_transcription_factor,-1
PMC5839752,515,511,FoxP3,474,467,helper T,28651,147329,103,239,inducing_transcription_factor,-1
PMC3535338,167,164,BCL6,134,132,Th1,9076,534346,73,57,inducing_transcription_factor,-1
PMC5460000,281,277,STAT3,227,224,TH17,21483,539616,50,122,inducing_transcription_factor,1
PMC6028111,81,77,T-bet,254,252,Tc1,34548,91984,64,248,inducing_transcription_factor,-1
PMC5615048,190,185,Bcl11b,148,140,thymocyte,11522,790509,61,68,inducing_transcription_factor,-1
PMC2768861,162,158,RORγt,113,111,Th2,4751,702075,32,31,inducing_transcription_factor,-1
PMC4902269,33,30,Gfi1,69,66,iNKT,13858,509767,39,87,inducing_transcription_factor,-1
PMC4618075,170,167,RBPJ,278,275,Treg,31018,44980,51,158,inducing_transcription_factor,-1
PMC4120195,52,48,RORγt,98,95,Th17,18495,713190,24,120,inducing_transcription_factor,-1
PMC5743650,119,114,Zbtb16,201,199,NKT,26067,726904,41,171,inducing_transcription_factor,1
PMC3997799,131,126,Helios,105,102,γδ T,23742,527388,53,126,inducing_transcription_factor,-1
PMC6197437,554,550,FoxP3,498,495,Tr17,14394,484705,181,85,inducing_transcription_factor,-1
PMC3685796,1663,1659,Foxp3,1586,1580,naïve T,41101,389315,381,215,inducing_transcription_factor,-1
PMC5822672,43,39,Foxp3,51,47,Tregs,11330,59373,22,73,inducing_transcription_factor,-1
PMC5920086,115,111,Runx3,157,155,Th1,26688,716253,45,164,inducing_transcription_factor,-1
PMC5833222,15,11,Bach2,40,37,Th17,1460,692616,31,10,inducing_transcription_factor,-1
PMC5727176,329,326,JunB,61,58,Th17,20211,749131,64,127,inducing_transcription_factor,-1
PMC4161944,158,154,FoxP3,194,177,regulatory T-cells,33260,635652,33,187,inducing_transcription_factor,1
PMC3034255,34,30,Foxo1,92,81,regulatory T,254,501114,30,2,inducing_transcription_factor,1
PMC3097234,126,122,STAT5,192,189,Treg,4388,754966,33,22,inducing_transcription_factor,1
PMC4652972,23,19,Sox13,181,178,γδ T,1104,249748,47,6,inducing_transcription_factor,1
PMC4105241,12,8,Foxp3,24,15,thymocytes,4462,599313,43,21,inducing_transcription_factor,-1
PMC3303597,292,288,STAT6,220,218,Th2,4021,211203,75,24,inducing_transcription_factor,1
PMC4821647,18,13,Arid5a,106,102,T reg,26756,503641,24,165,inducing_transcription_factor,-1
PMC5839752,164,160,Sox17,21,17,T reg,29498,147333,44,243,inducing_transcription_factor,-1
PMC2880258,992,989,IRF4,844,841,Th17,2107,716975,189,10,inducing_transcription_factor,-1
PMC2964568,111,107,Foxp3,16,12,T reg,20334,403237,45,132,inducing_transcription_factor,-1
PMC5359241,233,229,RORγt,183,180,Th17,19608,593170,45,100,inducing_transcription_factor,-1
PMC5797268,211,208,RAG1,161,158,Treg,13382,559233,38,107,inducing_transcription_factor,-1
PMC2118679,170,166,Runx1,23,15,thymocyte,13491,367673,53,78,inducing_transcription_factor,-1
PMC5741610,59,56,JUNB,78,75,Th17,8404,785884,20,57,inducing_transcription_factor,-1
PMC5979006,33,28,NFATC2,53,50,Th17,40139,712871,23,205,inducing_transcription_factor,-1
PMC4697089,51,47,RORγt,106,103,Th17,549,504813,33,4,inducing_transcription_factor,1
PMC5563507,43,40,AP-1,121,118,Th17,54342,714916,27,351,inducing_transcription_factor,-1
PMC3082544,43,39,foxp3,55,46,thymocytes,16372,9716,15,100,inducing_transcription_factor,-1
PMC5126430,110,106,Foxp3,90,86,Tregs,16616,397109,24,118,inducing_transcription_factor,-1
PMC4332351,173,169,FOXP3,594,590,Tregs,4168,199453,118,25,inducing_transcription_factor,-1
PMC5563507,63,60,JunB,113,110,Th17,728,714571,33,6,inducing_transcription_factor,-1
PMC6172295,47,43,STAT3,136,133,Treg,31888,125431,23,192,inducing_transcription_factor,-1
PMC6226514,64,60,Foxp3,153,149,iTreg,11470,500886,42,72,inducing_transcription_factor,-1
PMC3201195,63,59,T-bet,174,171,Th17,20287,760494,33,148,inducing_transcription_factor,-1
PMC6291424,4,0,FOXO1,47,46,Th,36300,198908,23,213,inducing_transcription_factor,-1
PMC2888221,80,76,FoxP3,172,168,Tregs,1798,353922,34,11,inducing_transcription_factor,-1
PMC2880258,239,235,FoxP3,66,63,Th17,9250,717004,58,39,inducing_transcription_factor,-1
PMC5808336,59,55,Casz1,168,165,Th17,48161,701779,30,301,inducing_transcription_factor,-1
PMC4586507,44,40,T-bet,83,79,Tregs,22942,547410,36,134,inducing_transcription_factor,-1
PMC2118518,83,79,RORγt,28,25,Th17,32801,539396,16,247,inducing_transcription_factor,1
PMC6028517,29,25,Smad4,83,80,Th17,31545,754029,35,254,inducing_transcription_factor,-1
PMC3644078,136,133,cAMP,89,87,Th1,23485,753509,24,128,inducing_transcription_factor,1
PMC4510669,53,49,FOXP3,226,207,induced T-regulatory,40262,717181,63,153,inducing_transcription_factor,-1
PMC5747964,110,106,Runx3,136,134,Trm,553,183767,28,4,inducing_transcription_factor,1
PMC5546477,74,70,Foxp3,117,114,Treg,25270,255542,23,179,inducing_transcription_factor,-1
PMC3108993,16,11,Helios,105,103,Th2,24497,725818,35,173,inducing_transcription_factor,-1
PMC6454056,193,189,Satb1,87,85,Th2,16945,708961,43,124,inducing_transcription_factor,1
PMC4105241,153,149,Foxp3,167,156,regulatory T,499,599295,40,3,inducing_transcription_factor,-1
PMC5426628,168,164,T-BET,70,69,Th,26878,550703,35,194,inducing_transcription_factor,-1
PMC4902269,25,22,Plzf,122,119,iNKT,23047,509833,35,153,inducing_transcription_factor,-1
PMC3557721,43,39,STAT6,20,18,Th2,23832,520431,16,155,inducing_transcription_factor,1
PMC6013748,207,203,PRDM1,128,126,TFH,33251,405251,60,225,inducing_transcription_factor,-1
PMC3876429,37,32,STAT5A,334,331,γδ T,13167,568058,80,68,inducing_transcription_factor,-1
PMC5472765,107,103,Foxp3,50,35,activated CD4+ T,17313,735692,48,101,inducing_transcription_factor,-1
PMC4332351,556,552,T-bet,382,378,Tregs,4168,199453,118,25,inducing_transcription_factor,-1
PMC5688216,95,91,Foxp3,156,154,Th3,7441,757000,42,35,inducing_transcription_factor,-1
PMC5581317,56,52,Foxp3,166,162,Tregs,16495,520754,31,98,inducing_transcription_factor,-1
PMC3747991,25,21,T-bet,77,75,Th2,47574,706100,23,319,inducing_transcription_factor,-1
PMC4575952,177,173,Foxp3,232,227,thymic,15503,725546,49,79,inducing_transcription_factor,-1
PMC5695821,47,43,RORγt,103,100,Th17,46839,752931,38,285,inducing_transcription_factor,-1
PMC3136513,151,148,PU.1,170,167,γδ T,14233,385292,33,101,inducing_transcription_factor,-1
PMC4346631,43,39,Foxp3,64,61,Treg,27591,55617,28,197,inducing_transcription_factor,-1
PMC6303346,274,271,Bcl6,200,198,TFH,32653,737091,50,240,inducing_transcription_factor,1
PMC5748849,29,26,Bcl6,69,67,Tfh,9265,742159,69,54,inducing_transcription_factor,-1
PMC3657121,206,202,Foxo1,91,90,Th,37137,711987,56,199,inducing_transcription_factor,-1
PMC6542649,65,61,Foxp3,79,75,Tregs,14474,682066,25,80,inducing_transcription_factor,-1
PMC6441173,71,68,CAFs,176,172,Tregs,40875,521903,42,197,inducing_transcription_factor,-1
PMC5046048,49,45,RORγt,93,90,Th17,19600,196664,63,107,inducing_transcription_factor,1
PMC3201209,212,209,RORγ,111,107,T reg,17620,568255,61,122,inducing_transcription_factor,-1
PMC4046568,105,101,Foxp3,14,11,Treg,23514,762653,35,135,inducing_transcription_factor,-1
PMC4563239,111,107,T-BET,83,81,Th1,29214,152605,39,132,inducing_transcription_factor,-1
PMC5979006,141,137,RORγt,20,17,Th17,29659,712812,29,146,inducing_transcription_factor,-1
PMC6080923,48,45,Bcl6,115,113,Tfh,50887,703677,25,333,inducing_transcription_factor,1
PMC5025763,26,22,Batf3,91,89,Th1,4630,707539,21,29,inducing_transcription_factor,-1
PMC6299086,103,99,SATB1,113,108,SP CD4,52971,320235,45,290,inducing_transcription_factor,-1
PMC6450169,262,258,Foxp3,306,303,Th17,3786,526298,70,18,inducing_transcription_factor,1
PMC6479341,4,0,Xbp-1,17,15,Th2,15102,734143,36,101,inducing_transcription_factor,1
PMC5979006,105,100,NFATC2,224,222,Th0,39679,712869,76,203,inducing_transcription_factor,-1
PMC5808336,126,122,Casz1,177,174,Th17,46375,701770,37,292,inducing_transcription_factor,-1
PMC6382439,85,81,Ikzf2,3,0,Treg,9504,680443,49,57,inducing_transcription_factor,-1
PMC3545943,326,322,FoxP3,554,550,nTreg,21335,50895,191,44,inducing_transcription_factor,-1
PMC6054970,82,79,Bcl6,189,186,Th17,13966,763827,51,90,inducing_transcription_factor,-1
PMC5563507,39,35,Fosl2,162,159,Th17,31183,714763,33,198,inducing_transcription_factor,-1
PMC5472765,69,65,Foxp3,112,108,iTreg,22918,735721,19,130,inducing_transcription_factor,1
PMC3094223,301,297,Stat4,378,376,Th1,21740,508213,58,129,inducing_transcription_factor,-1
PMC3201209,18,14,c-Rel,124,121,Th17,6772,568181,31,48,inducing_transcription_factor,-1
PMC5994557,2029,1980,signal transducer and activator of transcription 3,123,121,Th1,11326,710785,479,74,inducing_transcription_factor,-1
PMC5460000,218,215,JunB,90,87,TH17,11462,539562,57,68,inducing_transcription_factor,-1
PMC3972488,168,164,Foxp3,86,77,Th1 CD4+ T,560,787322,52,4,inducing_transcription_factor,-1
PMC3930015,24,20,FoxP3,56,53,Treg,6916,344680,21,48,inducing_transcription_factor,-1
PMC3040219,99,95,RORγt,71,68,TH17,3559,750928,32,23,inducing_transcription_factor,1
PMC1941738,120,116,Runx1,170,161,thymocytes,23497,74634,37,156,inducing_transcription_factor,-1
PMC3946253,200,196,GATA3,300,289,regulatory T,27082,175680,67,177,inducing_transcription_factor,-1
PMC5994557,601,577,aryl hydrocarbon receptor,2343,2340,Th17,11326,710785,479,74,inducing_transcription_factor,-1
PMC5801288,35,31,Foxp3,203,199,iTreg,33574,332236,115,165,inducing_transcription_factor,-1
PMC3694876,36,32,Eomes,84,81,TSCM,30702,610850,19,255,inducing_transcription_factor,-1
PMC5801288,210,206,Foxp3,217,213,iTreg,5264,332090,74,19,inducing_transcription_factor,-1
PMC3670267,640,636,STAT1,685,683,Th1,9625,568833,145,37,inducing_transcription_factor,-1
PMC3411897,160,157,Gfi1,251,249,DN2,28235,531696,50,172,inducing_transcription_factor,-1
PMC3418637,94,90,c-Rel,25,22,Treg,6944,352923,35,42,inducing_transcription_factor,1
PMC6360681,274,271,Rorc,364,362,Th9,12498,706370,79,108,inducing_transcription_factor,-1
PMC5954031,58,54,Foxo1,76,74,Th9,43213,541133,34,253,inducing_transcription_factor,1
PMC6089340,107,104,TBET,101,99,Th1,28686,690595,63,167,inducing_transcription_factor,-1
PMC3694876,38,34,Eomes,251,239,memory stem T,728,610601,45,6,inducing_transcription_factor,-1
PMC5801288,196,192,Foxp3,42,38,iTreg,33574,332236,115,165,inducing_transcription_factor,-1
PMC6381939,3,0,TCF1,68,61,mature T,40468,558163,18,220,inducing_transcription_factor,-1
PMC6121402,158,154,FOXO3,84,81,Treg,16321,54891,44,78,inducing_transcription_factor,-1
PMC5679170,31,27,FoxP3,38,33,thymic,8085,476387,12,48,inducing_transcription_factor,-1
PMC6174281,180,176,T-bet,205,203,Th1,15372,46746,41,94,inducing_transcription_factor,1
PMC5727176,190,187,JunB,138,135,Th17,17279,749113,71,109,inducing_transcription_factor,-1
PMC6080923,52,48,Stat1,125,123,Th1,51039,703678,27,334,inducing_transcription_factor,-1
PMC5837979,34,30,pilot,108,100,Treg/Th17,31206,148270,33,177,inducing_transcription_factor,-1
PMC5934527,293,290,BCL6,300,298,TH1,16841,612481,89,114,inducing_transcription_factor,-1
PMC5807683,176,172,Gata3,154,152,Th2,46810,559051,39,311,inducing_transcription_factor,1
PMC4369232,40,36,STAT1,75,73,Th1,10004,703761,26,58,inducing_transcription_factor,-1
PMC4697089,33,30,Rora,65,62,Th17,12800,504899,21,90,inducing_transcription_factor,1
PMC5126112,213,210,IRF4,71,60,naive CD4+ T,699,714402,59,4,inducing_transcription_factor,-1
PMC6374440,242,238,Foxp3,137,134,Treg,31344,711485,50,219,inducing_transcription_factor,-1
PMC5563507,53,50,JunB,126,123,Th17,949,714572,31,7,inducing_transcription_factor,1
PMC6170178,19,15,Sox12,218,214,T reg,6572,606431,47,41,inducing_transcription_factor,-1
PMC4578951,101,97,Foxp3,79,76,Treg,32503,232153,21,211,inducing_transcription_factor,-1
PMC3930015,1200,1197,IDAX,2003,2000,Treg,26858,344823,384,191,inducing_transcription_factor,-1
PMC3526425,40,35,SETBP1,109,108,Th,29196,711078,56,165,inducing_transcription_factor,-1
PMC6454056,92,88,SATB1,141,139,Th0,20606,708991,26,154,inducing_transcription_factor,-1
PMC5386530,205,201,RORγt,189,185,Tregs,31523,519494,90,182,inducing_transcription_factor,-1
PMC6450169,262,258,Foxp3,288,286,Th1,3786,526298,70,18,inducing_transcription_factor,-1
PMC4557271,311,307,Gata3,230,228,Th2,4995,570837,59,29,inducing_transcription_factor,-1
PMC5920086,54,49,Bcl11b,174,172,Th2,19938,716214,40,125,inducing_transcription_factor,-1
PMC4313784,178,175,Tbet,88,86,Tfh,6034,550329,57,34,inducing_transcription_factor,-1
PMC6299086,86,82,FOXO3,55,41,peripheral Treg,53409,320237,39,292,inducing_transcription_factor,-1
PMC5462914,116,112,FOXP3,47,46,Th,8260,534070,27,47,inducing_transcription_factor,-1
PMC3108993,64,59,Helios,119,117,Th2,14962,725752,22,107,inducing_transcription_factor,-1
PMC2118518,4,0,Ets-1,50,49,Th,5249,539189,36,40,inducing_transcription_factor,-1
PMC5520377,89,85,Prdm1,137,135,Th1,19244,690195,63,106,inducing_transcription_factor,1
PMC3657121,22,18,Gfi-1,87,84,Th17,33156,711964,29,176,inducing_transcription_factor,1
PMC5801288,218,214,Foxp3,63,59,iTreg,15701,332154,135,83,inducing_transcription_factor,-1
PMC3753661,184,180,Stat3,21,18,Treg,50780,786557,65,254,inducing_transcription_factor,-1
PMC5940260,209,204,Bcl11b,245,243,Th2,25579,719963,47,184,inducing_transcription_factor,-1
PMC4224555,88,85,Rorc,401,398,Th17,32827,511008,70,232,inducing_transcription_factor,-1
PMC3457736,194,190,Foxp3,89,85,T reg,32325,595418,45,226,inducing_transcription_factor,-1
PMC5808336,140,136,Casz1,45,44,Th,36143,701710,50,232,inducing_transcription_factor,-1
PMC4437827,479,475,Foxp3,133,130,Treg,11209,539047,106,45,inducing_transcription_factor,-1
PMC4267236,68,64,Foxp3,83,71,induced T reg,3115,719389,45,14,inducing_transcription_factor,-1
PMC4363718,110,107,Bcl6,65,63,Th1,6965,535916,39,37,inducing_transcription_factor,1
PMC4821647,110,105,Arid5a,274,271,Th17,33573,503682,62,206,inducing_transcription_factor,-1
PMC2525581,71,67,RORγt,150,139,naive CD4+ T,2349,402367,51,13,inducing_transcription_factor,-1
PMC5466736,100,95,Helios,135,131,Tregs,17152,790902,34,104,inducing_transcription_factor,-1
PMC6036249,65,62,PLZF,11,8,MAIT,66165,730945,19,402,inducing_transcription_factor,1
PMC4553385,152,138,forkhead Box P3,449,446,Treg,6961,752033,96,37,inducing_transcription_factor,-1
PMC5046048,330,326,RORγt,286,283,Th17,19040,196662,57,105,inducing_transcription_factor,1
PMC5920086,178,174,Gata3,242,239,Th17,14555,716180,51,91,inducing_transcription_factor,-1
PMC5126430,26,22,RORγt,63,55,Treg/Th17,26445,397175,37,184,inducing_transcription_factor,1
PMC5701006,103,99,Foxp3,24,14,Th17 CD4+ T,23911,365068,130,123,inducing_transcription_factor,-1
PMC3867213,102,99,RORC,75,72,Th17,8639,758584,24,60,inducing_transcription_factor,1
PMC5741610,68,65,JUNB,139,136,Th17,27653,786062,29,235,inducing_transcription_factor,1
PMC3918582,38,33,Aiolos,90,88,Th1,16007,160489,41,88,inducing_transcription_factor,-1
PMC5466736,662,658,FoxP3,427,425,Th1,7225,790849,247,51,inducing_transcription_factor,-1
PMC5581317,115,111,Tbx21,133,130,Treg,24629,520822,33,166,inducing_transcription_factor,-1
PMC5025763,91,87,Batf3,74,72,Tfh,4504,707538,24,28,inducing_transcription_factor,-1
PMC4437827,135,131,Foxp3,141,138,Treg,29992,539123,63,121,inducing_transcription_factor,-1
PMC5608714,120,116,Foxp3,34,31,Treg,9635,360369,60,51,inducing_transcription_factor,-1
PMC4346631,36,32,Foxp3,109,106,Treg,749,55427,20,7,inducing_transcription_factor,-1
PMC2118518,27,23,Ets-1,75,72,Th17,13731,539250,14,101,inducing_transcription_factor,1
PMC6291424,194,190,STAT1,62,60,Th1,35326,198903,50,208,inducing_transcription_factor,-1
PMC5727176,40,37,JunB,85,83,Th2,10002,749064,45,60,inducing_transcription_factor,-1
PMC4637034,44,39,Helios,125,121,nTreg,20727,777452,42,122,inducing_transcription_factor,-1
PMC3012178,60,56,FoxP3,27,24,Treg,25028,393039,32,178,inducing_transcription_factor,-1
PMC5126430,168,164,Foxp3,175,171,Tregs,6560,397037,33,46,inducing_transcription_factor,-1
PMC5634439,10,7,PU.1,94,91,Th17,39751,765239,20,332,inducing_transcription_factor,-1
PMC4436146,27,23,Foxp3,38,35,Treg,29970,772424,35,196,inducing_transcription_factor,-1
PMC6100207,141,137,Foxp3,22,0,T follicular regulatory,18874,772147,47,110,inducing_transcription_factor,-1
PMC3668291,154,140,forkhead box P3,89,78,Regulatory T,4232,391144,38,20,inducing_transcription_factor,-1
PMC4437827,316,312,Foxp3,322,319,Treg,21550,539092,106,90,inducing_transcription_factor,-1
PMC2867284,39,35,Runx3,88,87,Th,28826,725048,21,170,inducing_transcription_factor,-1
PMC5727176,154,150,c-Jun,72,69,Th17,45107,749264,36,260,inducing_transcription_factor,-1
PMC2278288,115,111,FoxP3,84,73,T regulatory,12623,789360,31,76,inducing_transcription_factor,1
PMC3281266,129,126,Bcl6,58,44,effector CD4+ T,3264,700582,43,24,inducing_transcription_factor,-1
PMC5688216,3,0,DNMT,135,133,Th2,41854,757209,26,244,inducing_transcription_factor,-1
PMC6204373,11,8,Bcl6,53,51,TFH,65852,691103,30,415,inducing_transcription_factor,-1
PMC6295700,261,257,T-bet,54,52,Th1,18737,314606,120,78,inducing_transcription_factor,-1
PMC5374156,19,16,TET3,166,154,invariant NKT,16771,51012,36,91,inducing_transcription_factor,-1
PMC5515858,229,225,T-bet,175,173,Th1,39269,769255,61,258,inducing_transcription_factor,1
PMC4491892,150,146,STAT4,199,196,Th17,28044,315826,44,181,inducing_transcription_factor,-1
PMC3396759,84,80,PRDM1,21,19,TFH,3643,218480,17,24,inducing_transcription_factor,-1
PMC5406529,38,34,Foxp3,20,16,Tregs,13310,9082,24,94,inducing_transcription_factor,-1
PMC5979006,21,7,forkhead box P3,28,24,iTreg,69735,713069,33,403,inducing_transcription_factor,-1
PMC5954031,275,272,IRF4,90,88,Th9,10579,540941,52,61,inducing_transcription_factor,-1
PMC4652972,50,47,Sox4,127,124,Th17,1363,249749,49,7,inducing_transcription_factor,-1
PMC3670267,1434,1430,Foxp3,1157,1153,Tregs,12360,568840,244,44,inducing_transcription_factor,-1
PMC4795771,168,164,FoxP3,123,110,inducible Treg,3264,126471,43,23,inducing_transcription_factor,1
PMC3535338,40,36,T-bet,47,45,Th1,17451,534395,25,106,inducing_transcription_factor,-1
PMC2270257,278,274,Foxp3,148,145,Treg,18874,614632,87,139,inducing_transcription_factor,-1
PMC4459100,25,21,T-bet,113,111,Th1,37825,544503,27,278,inducing_transcription_factor,1
PMC3516707,103,99,Nr2f6,68,64,iTreg,15321,220159,39,95,inducing_transcription_factor,-1
PMC5593830,207,202,Nfatc1,216,213,CTLs,24323,706782,75,176,inducing_transcription_factor,-1
PMC2988413,89,85,STAT1,60,58,Th1,43421,348274,36,214,inducing_transcription_factor,-1
PMC6340303,108,104,Foxp3,236,233,Th17,14956,692282,44,89,inducing_transcription_factor,-1
PMC6454056,32,28,SATB1,107,105,Th2,29962,709060,22,223,inducing_transcription_factor,-1
PMC4777427,35,31,FoxP3,50,46,Tregs,25685,234455,44,117,inducing_transcription_factor,-1
PMC3589693,151,147,Foxp3,166,162,Tregs,23708,18467,44,134,inducing_transcription_factor,-1
PMC3694876,28,24,T-bet,251,239,memory stem T,728,610601,45,6,inducing_transcription_factor,-1
PMC5348321,51,47,Smad4,147,144,Th17,1192,770675,46,6,inducing_transcription_factor,-1
PMC5608714,17,12,Blimp1,278,272,naïve T,7554,360359,50,41,inducing_transcription_factor,-1
PMC4197778,164,161,PU.1,128,126,Th9,18586,736131,36,94,inducing_transcription_factor,1
PMC3092354,68,64,T-bet,55,53,Th1,39814,396761,25,263,inducing_transcription_factor,1
PMC5743650,156,152,RORγt,15,13,NKT,18307,726853,61,120,inducing_transcription_factor,-1
PMC5357862,19,15,Foxp3,84,82,Tfr,16691,548053,33,93,inducing_transcription_factor,-1
PMC5374155,21,17,STAT3,57,54,Th17,21819,700179,36,111,inducing_transcription_factor,1
PMC4637008,163,159,T-bet,181,179,Th1,14623,709570,41,97,inducing_transcription_factor,1
PMC5727176,47,44,JunB,153,150,Th17,14950,749099,30,95,inducing_transcription_factor,-1
PMC3039023,34,30,Foxp3,126,122,Tregs,31048,573357,35,163,inducing_transcription_factor,-1
PMC5901475,29,25,Foxp3,57,54,Treg,5283,578047,12,27,inducing_transcription_factor,1
PMC5374156,136,132,Foxp3,27,24,Treg,23024,51046,27,125,inducing_transcription_factor,-1
PMC3663738,67,63,Foxp3,200,196,Tregs,21394,629668,36,153,inducing_transcription_factor,1
PMC4650266,420,416,Foxp3,258,254,Tregs,21449,526687,84,107,inducing_transcription_factor,-1
PMC3281266,25,21,STAT5,62,60,TFH,7481,700627,32,69,inducing_transcription_factor,-1
PMC3668291,71,67,T-bet,2,0,TH1,16793,391211,31,87,inducing_transcription_factor,1
PMC4232516,140,136,T-bet,65,63,Th1,28718,5030,29,164,inducing_transcription_factor,1
PMC5693957,30,26,STAT3,80,77,TH17,39924,373441,19,235,inducing_transcription_factor,1
PMC6172295,388,384,Foxp3,2819,2816,Treg,48727,125521,423,282,inducing_transcription_factor,-1
PMC5348321,33,29,Smad4,158,154,iTreg,20516,770802,31,133,inducing_transcription_factor,-1
PMC4618075,196,192,Foxo1,247,244,Treg,28025,44962,42,140,inducing_transcription_factor,-1
