category,extid,label,namespace,parent,priority,species,species_id,syn,syn_typ,pref_lbl,pref_id,enabled
gene,PR:000005294,protein CDV3,protein,,5.0,any,3.0,protein CDV3,label,CDV3,PR:000005294,True
organism-gene,PR:A0A0K2S4Q6,protein CD300H (human),protein,,5.0,human,2.0,protein CD300H,label,hCD300H,PR:A0A0K2S4Q6,True
gene,PR:000005173,CD59 glycoprotein,protein,PR:000001809,4.0,any,3.0,protectin,exact,CD59,PR:000005173,True
gene,PR:000013398,proteasome assembly chaperone 2,protein,,5.0,any,3.0,proteasome assembly chaperone 2,label,PAC2,PR:000013398,True
gene,PR:000001920,prostaglandin F2 receptor negative regulator,protein,,5.0,any,3.0,prostaglandin F2 receptor negative regulator,label,CD9P1,PR:000001920,True
gene,PR:000001547,prostaglandin D2 receptor DP2,protein,,5.0,any,3.0,prostaglandin D2 receptor DP2,label,CD294,PR:000001547,True
gene,PR:000001786,prominin-1,protein,,5.0,any,3.0,prominin-1,label,CD133,PR:000001786,True
gene,PR:000013408,proline-serine-threonine phosphatase-interacting protein 1,protein,,5.0,any,3.0,proline-serine-threonine phosphatase-interacting protein 1,label,CD2BP1,PR:000013408,True
gene,PR:000001919,programmed cell death protein 1,protein,,5.0,any,3.0,programmed cell death protein 1,label,PDCD1,PR:000001919,True
gene,PR:000001544,programmed cell death 1 ligand 2,protein,,5.0,any,3.0,programmed cell death 1 ligand 2,label,CD273,PR:000001544,True
gene,PR:000001543,programmed cell death 1 ligand 1,protein,,5.0,any,3.0,programmed cell death 1 ligand 1,label,CD274,PR:000001543,True
gene,PR:000011374,atrial natriuretic factor,protein,,4.0,any,3.0,prepronatriodilatin,exact,CDD-ANF,PR:000011374,True
gene,PR:000013347,pregnancy-specific beta-1-glycoprotein 1,protein,,5.0,any,3.0,pregnancy-specific beta-1-glycoprotein 1,label,CD66f,PR:000013347,True
sequence,PR:000038256,pre-mRNA-processing factor 17 isoform 1,protein,PR:000005203,5.0,any,3.0,pre-mRNA-processing factor 17 isoform 1,label,pre-mRNA-processing factor 17 isoform 1,PR:000038256,True
gene,PR:000005203,pre-mRNA-processing factor 17,protein,,5.0,any,3.0,pre-mRNA-processing factor 17,label,CDC40,PR:000005203,True
gene,PR:000012351,cadherin-related family member 1,protein,,4.0,any,3.0,prCAD,exact,CDHR1,PR:000012351,True
gene,PR:000002067,poliovirus receptor,protein,,5.0,any,3.0,poliovirus receptor,label,CD155,PR:000002067,True
gene,PR:000001910,plexin-C1,protein,,5.0,any,3.0,plexin-C1,label,CD232,PR:000001910,True
gene,PR:000001909,platelet glycoprotein V,protein,,5.0,any,3.0,platelet glycoprotein V,label,CD42d,PR:000001909,True
gene,PR:000001908,platelet glycoprotein Ib beta chain,protein,,5.0,any,3.0,platelet glycoprotein Ib beta chain,label,CD42c,PR:000001908,True
gene,PR:000001907,platelet glycoprotein Ib alpha chain,protein,,5.0,any,3.0,platelet glycoprotein Ib alpha chain,label,CD42b,PR:000001907,True
gene,PR:000001906,platelet glycoprotein IX,protein,,5.0,any,3.0,platelet glycoprotein IX,label,CD42a,PR:000001906,True
modification,PR:000018586,"platelet glycoprotein 4, initiator methionine removed form",protein,PR:000001905,5.0,any,3.0,"platelet glycoprotein 4, initiator methionine removed form",label,"platelet glycoprotein 4, initiator methionine removed form",PR:000018586,True
sequence,PR:000038961,platelet glycoprotein 4 isoform 1,protein,PR:000001905,5.0,any,3.0,platelet glycoprotein 4 isoform 1,label,platelet glycoprotein 4 isoform 1,PR:000038961,True
gene,PR:000001905,platelet glycoprotein 4,protein,,5.0,any,3.0,platelet glycoprotein 4,label,CD36,PR:000001905,True
gene,PR:000001904,platelet endothelial cell adhesion molecule,protein,,5.0,any,3.0,platelet endothelial cell adhesion molecule,label,CD31,PR:000001904,True
organism-gene,PR:Q8RWU7,plant UBX domain-containing protein 4 (Arabidopsis thaliana),protein,,5.0,any,3.0,plant UBX domain-containing protein 4 (Arabidopsis thaliana),label,At-PUX4,PR:Q8RWU7,True
organism-gene,PR:Q9SUG6,plant UBX domain-containing protein 3 (Arabidopsis thaliana),protein,,5.0,any,3.0,plant UBX domain-containing protein 3 (Arabidopsis thaliana),label,At-PUX3,PR:Q9SUG6,True
organism-gene,PR:Q9ZU93,plant UBX domain-containing protein 2 (Arabidopsis thaliana),protein,,5.0,any,3.0,plant UBX domain-containing protein 2 (Arabidopsis thaliana),label,PUB3,PR:Q9ZU93,True
organism-gene,PR:Q9ZW74,plant UBX domain-containing protein 11 (Arabidopsis thaliana),protein,PR:000017021,5.0,any,3.0,plant UBX domain-containing protein 11 (Arabidopsis thaliana),label,F14B2.15,PR:Q9ZW74,True
organism-gene,PR:Q9LK22,plant UBX domain-containing protein 1 (Arabidopsis thaliana),protein,,5.0,any,3.0,plant UBX domain-containing protein 1 (Arabidopsis thaliana),label,At-PUX1,PR:Q9LK22,True
organism-gene,PR:P04551,cyclin-dependent kinase 1 (Schizosaccharomyces pombe 972h-),protein,,2.0,any,3.0,pi002,related,swo2,PR:P04551,True
gene,PR:000012592,phosphoglycerate mutase 1,protein,,5.0,any,3.0,phosphoglycerate mutase 1,label,PGAMA,PR:000012592,True
gene,PR:000012708,phosphatidylinositol glycan anchor biosynthesis class U protein,protein,,5.0,any,3.0,phosphatidylinositol glycan anchor biosynthesis class U protein,label,CDC91L1,PR:000012708,True
organism-gene,PR:A0A0H3G6J4,phosphatidylcholine synthase (Brucella suis 1330),protein,PR:000044416,5.0,any,3.0,phosphatidylcholine synthase (Brucella suis 1330),label,BRA0572,PR:A0A0H3G6J4,True
organism-gene,PR:A9CIM3,phosphatidylcholine synthase (Agrobacterium fabrum str. C58),protein,PR:000044416,5.0,any,3.0,phosphatidylcholine synthase (Agrobacterium fabrum str. C58),label,Atu1793,PR:A9CIM3,True
gene,PR:000044416,phosphatidylcholine synthase,protein,,5.0,any,3.0,phosphatidylcholine synthase,label,pcs,PR:000044416,True
organism-gene,PR:Q9M001,"phosphatidate cytidylyltransferase 5, chloroplastic (Arabidopsis thaliana)",protein,,5.0,any,3.0,"phosphatidate cytidylyltransferase 5, chloroplastic (Arabidopsis thaliana)",label,At-CDS5,PR:Q9M001,True
organism-gene,PR:Q94A03,"phosphatidate cytidylyltransferase 4, chloroplastic (Arabidopsis thaliana)",protein,,5.0,any,3.0,"phosphatidate cytidylyltransferase 4, chloroplastic (Arabidopsis thaliana)",label,At-CDS4,PR:Q94A03,True
organism-gene,PR:Q1PE48,phosphatidate cytidylyltransferase 3 (Arabidopsis thaliana),protein,,5.0,any,3.0,phosphatidate cytidylyltransferase 3 (Arabidopsis thaliana),label,At-CDS3,PR:Q1PE48,True
organism-gene,PR:O49639,phosphatidate cytidylyltransferase 2 (Arabidopsis thaliana),protein,,5.0,any,3.0,phosphatidate cytidylyltransferase 2 (Arabidopsis thaliana),label,At-CDS2,PR:O49639,True
gene,PR:000005291,phosphatidate cytidylyltransferase 2,protein,,5.0,any,3.0,phosphatidate cytidylyltransferase 2,label,CDS2,PR:000005291,True
sequence,PR:000042355,phosphatidate cytidylyltransferase 1 isoform 1,protein,PR:000005290,5.0,any,3.0,phosphatidate cytidylyltransferase 1 isoform 1,label,phosphatidate cytidylyltransferase 1 isoform 1,PR:000042355,True
organism-gene,PR:O04928,phosphatidate cytidylyltransferase 1 (Arabidopsis thaliana),protein,,5.0,any,3.0,phosphatidate cytidylyltransferase 1 (Arabidopsis thaliana),label,At-CDS1,PR:O04928,True
gene,PR:000005290,phosphatidate cytidylyltransferase 1,protein,,5.0,any,3.0,phosphatidate cytidylyltransferase 1,label,CDS1,PR:000005290,True
organism-gene,PR:Q9P381,phosphatidate cytidylyltransferase (Schizosaccharomyces pombe 972h-),protein,,5.0,any,3.0,phosphatidate cytidylyltransferase (Schizosaccharomyces pombe 972h-),label,Spom972h-SPBC13A2.03,PR:Q9P381,True
organism-gene,PR:P0ABG1,phosphatidate cytidylyltransferase (Escherichia coli K-12),protein,PR:000022266,5.0,any,3.0,phosphatidate cytidylyltransferase (Escherichia coli K-12),label,cds,PR:P0ABG1,True
organism-gene,PR:Q55D90,phosphatidate cytidylyltransferase (Dictyostelium discoideum),protein,,5.0,any,3.0,phosphatidate cytidylyltransferase (Dictyostelium discoideum),label,Dicty-cdsA,PR:Q55D90,True
gene,PR:000022266,phosphatidate cytidylyltransferase,protein,,5.0,any,3.0,phosphatidate cytidylyltransferase,label,CDS,PR:000022266,True
gene,PR:000023527,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,protein,,4.0,any,3.0,pgsA,exact,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PR:000023527,True
gene,PR:000013074,periphilin-1,protein,,5.0,any,3.0,periphilin-1,label,PPHLN1,PR:000013074,True
gene,PR:000012679,peptidase inhibitor 16,protein,,5.0,any,3.0,peptidase inhibitor 16,label,PI16,PR:000012679,True
gene,PR:000044416,phosphatidylcholine synthase,protein,,4.0,any,3.0,pcs,exact,pcs,PR:000044416,True
modification,PR:000019281,"parafibromin, initiator methionine removed form",protein,PR:000005219,5.0,any,3.0,"parafibromin, initiator methionine removed form",label,"parafibromin, initiator methionine removed form",PR:000019281,True
sequence,PR:000041185,parafibromin isoform 1,protein,PR:000005219,5.0,any,3.0,parafibromin isoform 1,label,parafibromin isoform 1,PR:000041185,True
gene,PR:000005219,parafibromin,protein,,5.0,any,3.0,parafibromin,label,CDC73,PR:000005219,True
gene,PR:000001968,tyrosine-protein phosphatase non-receptor type substrate 1,protein,,1.0,any,3.0,p84,broad,CD172a,PR:000001968,True
gene,PR:000001381,interleukin-2 receptor subunit beta,protein,,4.0,any,3.0,p70-75,exact,CD122,PR:000001381,True
gene,PR:000012239,serine/threonine-protein kinase PAK 1,protein,,4.0,any,3.0,p65-PAK,exact,Paka,PR:000012239,True
gene,PR:000001340,cytokine receptor common subunit gamma,protein,,1.0,any,3.0,p64,broad,CD132,PR:000001340,True
gene,PR:000005217,cell division control protein 6,protein,,4.0,any,3.0,p62(cdc6),exact,CDC6,PR:000005217,True
gene,PR:000005275,cyclin-dependent kinase inhibitor 1C,protein,,4.0,any,3.0,p57Kip2,exact,CDKN1C,PR:000005275,True
gene,PR:000005188,cell division cycle protein 20 homolog,protein,,4.0,any,3.0,p55CDC,exact,CDC20,PR:000005188,True
gene,PR:000008941,immunoglobulin-binding protein 1,protein,,1.0,any,3.0,p52,broad,p52,PR:000008941,True
gene,PR:000005201,Hsp90 co-chaperone Cdc37,protein,,4.0,any,3.0,p50Cdc37,exact,CDC37,PR:000005201,True
gene,PR:000004218,Rho GTPase-activating protein 1,protein,,4.0,any,3.0,p50-RhoGAP,exact,CDC42GAP,PR:000004218,True
gene,PR:000005260,cyclin-dependent kinase 5 activator 2,protein,,4.0,any,3.0,p39I,exact,CDK5R2,PR:000005260,True
gene,PR:000003535,serine/threonine-protein kinase LMTK1,protein,,4.0,any,3.0,p35BP,exact,LMR1,PR:000003535,True
modification,PR:000003094,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 1,protein,,4.0,any,3.0,p27NLS,exact,p27NLS,PR:000003094,True
gene,PR:000003090,cyclin-dependent kinase inhibitor 1B,protein,,4.0,any,3.0,p27Kip1,exact,CDKN1B,PR:000003090,True
gene,PR:000005279,cyclin-dependent kinase 4 inhibitor D,protein,,4.0,any,3.0,p19-INK4d,exact,CDKN2D,PR:000005279,True
gene,PR:000002082,receptor tyrosine-protein kinase erbB-2,protein,,4.0,any,3.0,p185erbB2,exact,CD340,PR:000002082,True
gene,PR:000002063,macrophage-stimulating protein receptor,protein,,4.0,any,3.0,p185-Ron,exact,CD136,PR:000002063,True
gene,PR:000001296,CD109 molecule,protein,,1.0,any,3.0,p180,broad,CD109,PR:000001296,True
gene,PR:000005278,cyclin-dependent kinase 4 inhibitor C,protein,,4.0,any,3.0,p18-INK6,exact,CDKN6,PR:000005278,True
gene,PR:000005278,cyclin-dependent kinase 4 inhibitor C,protein,,4.0,any,3.0,p18-INK4c,exact,CDKN6,PR:000005278,True
gene,PR:000029097,CDKN2A gene translation product,protein,,4.0,any,3.0,p16INK4A,exact,CDKN2,PR:000029097,True
gene,PR:000029097,CDKN2A gene translation product,protein,,4.0,any,3.0,p16-INK4a,exact,CDKN2,PR:000029097,True
gene,PR:000029097,CDKN2A gene translation product,protein,,4.0,any,3.0,p16-INK4,exact,CDKN2,PR:000029097,True
gene,PR:000000093,cyclin-dependent kinase 4 inhibitor B,protein,,4.0,any,3.0,p15INK4B,exact,CDKN2B,PR:000000093,True
gene,PR:000000093,cyclin-dependent kinase 4 inhibitor B,protein,,4.0,any,3.0,p15-INK4b,exact,CDKN2B,PR:000000093,True
gene,PR:000000093,cyclin-dependent kinase 4 inhibitor B,protein,,4.0,any,3.0,p14-INK4b,exact,CDKN2B,PR:000000093,True
organism-gene,PR:Q2FV11,oxygen-dependent choline dehydrogenase (Staphylococcus aureus subsp. aureus NCTC 8325),protein,PR:000022207,5.0,any,3.0,oxygen-dependent choline dehydrogenase (Staphylococcus aureus subsp. aureus NCTC 8325),label,SAOUHSC_02932,PR:Q2FV11,True
organism-gene,PR:P17444,oxygen-dependent choline dehydrogenase (Escherichia coli K-12),protein,PR:000022207,5.0,any,3.0,oxygen-dependent choline dehydrogenase (Escherichia coli K-12),label,b0311,PR:P17444,True
gene,PR:000022207,oxygen-dependent choline dehydrogenase,protein,,5.0,any,3.0,oxygen-dependent choline dehydrogenase,label,CDH,PR:000022207,True
gene,PR:000005240,cadherin-23,protein,,4.0,any,3.0,otocadherin,exact,CDH23,PR:000005240,True
gene,PR:000012242,serine/threonine-protein kinase PAK 3,protein,,4.0,any,3.0,oligophrenin-3,exact,Stk4,PR:000012242,True
organism-gene,PR:Q9S7I3,non-specific lipid-transfer protein 2 (Arabidopsis thaliana),protein,,5.0,any,3.0,non-specific lipid-transfer protein 2 (Arabidopsis thaliana),label,CDF3,PR:Q9S7I3,True
gene,PR:000016495,non-receptor tyrosine-protein kinase TNK1,protein,,5.0,any,3.0,non-receptor tyrosine-protein kinase TNK1,label,TNK1,PR:000016495,True
gene,PR:000004337,neutral ceramidase,protein,,5.0,any,3.0,neutral ceramidase,label,NCDase,PR:000004337,True
gene,PR:000001900,neuropilin-1,protein,,5.0,any,3.0,neuropilin-1,label,CD304,PR:000001900,True
gene,PR:000002066,neural cell adhesion molecule L1,protein,,5.0,any,3.0,neural cell adhesion molecule L1,label,CD171,PR:000002066,True
gene,PR:000001024,neural cell adhesion molecule 1,protein,,5.0,any,3.0,neural cell adhesion molecule 1,label,CD56,PR:000001024,True
gene,PR:000001898,neprilysin,protein,,5.0,any,3.0,neprilysin,label,CD10,PR:000001898,True
gene,PR:000005169,CMRF35-like molecule 9,protein,,4.0,any,3.0,nepmucin,exact,CD300g,PR:000005169,True
gene,PR:000002070,nectin-3,protein,,5.0,any,3.0,nectin-3,label,CD113,PR:000002070,True
gene,PR:000002069,nectin-2,protein,,5.0,any,3.0,nectin-2,label,CD112,PR:000002069,True
gene,PR:000002068,nectin-1,protein,,5.0,any,3.0,nectin-1,label,CD111,PR:000002068,True
gene,PR:000001932,signal transducer CD24,protein,,4.0,any,3.0,nectadrin,exact,CD24,PR:000001932,True
modification,PR:000018580,"natural killer cell receptor 2B4, signal peptide removed form",protein,PR:000001896,5.0,any,3.0,"natural killer cell receptor 2B4, signal peptide removed form",label,"natural killer cell receptor 2B4, signal peptide removed form",PR:000018580,True
gene,PR:000001896,natural killer cell receptor 2B4,protein,,5.0,any,3.0,natural killer cell receptor 2B4,label,CD244,PR:000001896,True
gene,PR:000001895,natural cytotoxicity triggering receptor 3,protein,,5.0,any,3.0,natural cytotoxicity triggering receptor 3,label,CD337,PR:000001895,True
gene,PR:000001894,natural cytotoxicity triggering receptor 2,protein,,5.0,any,3.0,natural cytotoxicity triggering receptor 2,label,CD336,PR:000001894,True
gene,PR:000001893,natural cytotoxicity triggering receptor 1,protein,,5.0,any,3.0,natural cytotoxicity triggering receptor 1,label,CD335,PR:000001893,True
organism-gene,PR:P01160,natriuretic peptides A (human),protein,PR:000011374,5.0,human,2.0,natriuretic peptides A,label,CDP,PR:P01160,True
gene,PR:000010852,myosin-XVIIIa,protein,,5.0,any,3.0,myosin-XVIIIa,label,MAJN,PR:000010852,True
gene,PR:000033662,multidrug resistance protein 1B,protein,,5.0,any,3.0,multidrug resistance protein 1B,label,CD243,PR:000033662,True
gene,PR:000001890,mucin-1,protein,,5.0,any,3.0,mucin-1,label,CD227,PR:000001890,True
gene,PR:000010777,cadherin-related family member 5,protein,,4.0,any,3.0,mu-protocadherin,exact,CDHR5,PR:000010777,True
gene,PR:000001314,Fc receptor-like protein 5,protein,,2.0,any,3.0,moFcRH3,related,CD307e,PR:000001314,True
gene,PR:000007440,Fc receptor-like protein 1,protein,,4.0,any,3.0,moFcRH1,exact,CD307a,PR:000007440,True
organism-gene,PR:P54685,cyclin-dependent kinase 7 (Dictyostelium discoideum),protein,PR:000005265,2.0,any,3.0,mo15,related,Dicty-CDK7,PR:P54685,True
gene,PR:000010430,MAP kinase-interacting serine/threonine-protein kinase 2,protein,,4.0,any,3.0,mnk2,exact,mnk2,PR:000010430,True
gene,PR:000005188,cell division cycle protein 20 homolog,protein,,4.0,any,3.0,mmCdc20,exact,CDC20,PR:000005188,True
gene,PR:000010663,membrane-spanning 4-domains subfamily A member 8B,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 8B,label,Ms4a8,PR:000010663,True
gene,PR:000010662,membrane-spanning 4-domains subfamily A member 7,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 7,label,CD20L4,PR:000010662,True
gene,PR:000010922,membrane-spanning 4-domains subfamily A member 6D,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 6D,label,Ms4a6d,PR:000010922,True
gene,PR:000010660,membrane-spanning 4-domains subfamily A member 6A,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 6A,label,CD20L3,PR:000010660,True
gene,PR:000010659,membrane-spanning 4-domains subfamily A member 5,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 5,label,CD20L2,PR:000010659,True
gene,PR:000010658,membrane-spanning 4-domains subfamily A member 4A,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 4A,label,CD20L1,PR:000010658,True
gene,PR:000010657,membrane-spanning 4-domains subfamily A member 3,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 3,label,CD20L,PR:000010657,True
gene,PR:000010651,membrane-spanning 4-domains subfamily A member 10,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 10,label,CD20L7,PR:000010651,True
gene,PR:000001289,membrane-spanning 4-domains subfamily A member 1,protein,,5.0,any,3.0,membrane-spanning 4-domains subfamily A member 1,label,CD20,PR:000001289,True
modification,PR:000018465,"membrane cofactor protein, signal peptide removed form",protein,PR:000001401,5.0,any,3.0,"membrane cofactor protein, signal peptide removed form",label,"membrane cofactor protein, signal peptide removed form",PR:000018465,True
gene,PR:000001401,membrane cofactor protein,protein,,5.0,any,3.0,membrane cofactor protein,label,CD46,PR:000001401,True
